Time and date',ECG,PPG
[11:28:03.936 14/08/1994]',0.001,62.305
[11:28:03.938 14/08/1994]',0.001,62.305
[11:28:03.940 14/08/1994]',0.001,62.305
[11:28:03.942 14/08/1994]',0.001,62.305
[11:28:03.944 14/08/1994]',0.001,62.461
[11:28:03.946 14/08/1994]',0.001,62.461
[11:28:03.948 14/08/1994]',0.001,62.461
[11:28:03.950 14/08/1994]',0.001,62.461
[11:28:03.952 14/08/1994]',0.001,62.539
[11:28:03.954 14/08/1994]',0.008,62.539
[11:28:03.956 14/08/1994]',0.001,62.539
[11:28:03.958 14/08/1994]',0.001,62.539
[11:28:03.960 14/08/1994]',0.001,62.461
[11:28:03.962 14/08/1994]',-0.007,62.461
[11:28:03.964 14/08/1994]',0.001,62.461
[11:28:03.966 14/08/1994]',0.001,62.461
[11:28:03.968 14/08/1994]',0.001,62.305
[11:28:03.970 14/08/1994]',0.001,62.305
[11:28:03.972 14/08/1994]',-0.007,62.305
[11:28:03.974 14/08/1994]',-0.007,62.305
[11:28:03.976 14/08/1994]',-0.014,62.072
[11:28:03.978 14/08/1994]',-0.014,62.072
[11:28:03.980 14/08/1994]',-0.014,62.072
[11:28:03.982 14/08/1994]',-0.007,62.072
[11:28:03.984 14/08/1994]',0.001,61.838
[11:28:03.986 14/08/1994]',0.001,61.838
[11:28:03.988 14/08/1994]',0.008,61.838
[11:28:03.990 14/08/1994]',0.008,61.838
[11:28:03.992 14/08/1994]',-0.007,61.76
[11:28:03.994 14/08/1994]',-0.036,61.76
[11:28:03.996 14/08/1994]',-0.088,61.76
[11:28:03.998 14/08/1994]',-0.147,61.76
[11:28:04.000 14/08/1994]',-0.214,61.604
[11:28:04.002 14/08/1994]',-0.296,61.604
[11:28:04.004 14/08/1994]',-0.384,61.604
[11:28:04.006 14/08/1994]',-0.473,61.604
[11:28:04.008 14/08/1994]',-0.547,61.526
[11:28:04.010 14/08/1994]',-0.629,61.526
[11:28:04.012 14/08/1994]',-0.632,61.526
[11:28:04.014 14/08/1994]',-0.635,61.526
[11:28:04.016 14/08/1994]',-0.638,61.371
[11:28:04.018 14/08/1994]',-0.642,61.371
[11:28:04.020 14/08/1994]',-0.645,61.371
[11:28:04.022 14/08/1994]',-0.648,61.371
[11:28:04.024 14/08/1994]',-0.651,61.215
[11:28:04.026 14/08/1994]',-0.654,61.215
[11:28:04.028 14/08/1994]',-0.657,61.215
[11:28:04.030 14/08/1994]',-0.66,61.215
[11:28:04.032 14/08/1994]',-0.664,60.981
[11:28:04.034 14/08/1994]',-0.667,60.981
[11:28:04.036 14/08/1994]',-0.67,60.981
[11:28:04.038 14/08/1994]',-0.673,60.981
[11:28:04.040 14/08/1994]',-0.569,60.67
[11:28:04.042 14/08/1994]',-0.48,60.67
[11:28:04.044 14/08/1994]',-0.421,60.67
[11:28:04.046 14/08/1994]',-0.355,60.67
[11:28:04.048 14/08/1994]',-0.288,60.28
[11:28:04.050 14/08/1994]',-0.229,60.28
[11:28:04.052 14/08/1994]',-0.199,60.28
[11:28:04.054 14/08/1994]',-0.155,60.28
[11:28:04.056 14/08/1994]',-0.118,59.891
[11:28:04.058 14/08/1994]',-0.096,59.891
[11:28:04.060 14/08/1994]',-0.074,59.891
[11:28:04.062 14/08/1994]',-0.051,59.891
[11:28:04.064 14/08/1994]',-0.022,59.579
[11:28:04.066 14/08/1994]',-0.007,59.579
[11:28:04.068 14/08/1994]',0.015,59.579
[11:28:04.070 14/08/1994]',0.023,59.579
[11:28:04.072 14/08/1994]',0.037,59.346
[11:28:04.074 14/08/1994]',0.045,59.346
[11:28:04.076 14/08/1994]',0.067,59.346
[11:28:04.078 14/08/1994]',0.075,59.346
[11:28:04.080 14/08/1994]',0.082,58.956
[11:28:04.082 14/08/1994]',0.097,58.956
[11:28:04.084 14/08/1994]',0.104,58.956
[11:28:04.086 14/08/1994]',0.111,58.956
[11:28:04.088 14/08/1994]',0.111,58.645
[11:28:04.090 14/08/1994]',0.119,58.645
[11:28:04.092 14/08/1994]',0.134,58.645
[11:28:04.094 14/08/1994]',0.134,58.645
[11:28:04.096 14/08/1994]',0.148,58.255
[11:28:04.098 14/08/1994]',0.134,58.255
[11:28:04.100 14/08/1994]',0.148,58.255
[11:28:04.102 14/08/1994]',0.148,58.255
[11:28:04.104 14/08/1994]',0.156,57.866
[11:28:04.106 14/08/1994]',0.156,57.866
[11:28:04.108 14/08/1994]',0.156,57.866
[11:28:04.110 14/08/1994]',0.156,57.866
[11:28:04.112 14/08/1994]',0.156,57.399
[11:28:04.114 14/08/1994]',0.163,57.399
[11:28:04.116 14/08/1994]',0.163,57.399
[11:28:04.118 14/08/1994]',0.163,57.399
[11:28:04.120 14/08/1994]',0.163,57.009
[11:28:04.122 14/08/1994]',0.163,57.009
[11:28:04.124 14/08/1994]',0.156,57.009
[11:28:04.126 14/08/1994]',0.163,57.009
[11:28:04.128 14/08/1994]',0.163,56.542
[11:28:04.130 14/08/1994]',0.163,56.542
[11:28:04.132 14/08/1994]',0.163,56.542
[11:28:04.134 14/08/1994]',0.163,56.542
[11:28:04.136 14/08/1994]',0.163,56.153
[11:28:04.138 14/08/1994]',0.163,56.153
[11:28:04.140 14/08/1994]',0.163,56.153
[11:28:04.142 14/08/1994]',0.163,56.153
[11:28:04.144 14/08/1994]',0.163,55.685
[11:28:04.146 14/08/1994]',0.163,55.685
[11:28:04.148 14/08/1994]',0.163,55.685
[11:28:04.150 14/08/1994]',0.171,55.685
[11:28:04.152 14/08/1994]',0.171,55.296
[11:28:04.154 14/08/1994]',0.171,55.296
[11:28:04.156 14/08/1994]',0.178,55.296
[11:28:04.158 14/08/1994]',0.178,55.296
[11:28:04.160 14/08/1994]',0.178,54.907
[11:28:04.162 14/08/1994]',0.178,54.907
[11:28:04.164 14/08/1994]',0.178,54.907
[11:28:04.166 14/08/1994]',0.178,54.907
[11:28:04.168 14/08/1994]',0.186,54.595
[11:28:04.170 14/08/1994]',0.186,54.595
[11:28:04.172 14/08/1994]',0.186,54.595
[11:28:04.174 14/08/1994]',0.186,54.595
[11:28:04.176 14/08/1994]',0.186,54.751
[11:28:04.178 14/08/1994]',0.186,54.751
[11:28:04.180 14/08/1994]',0.186,54.751
[11:28:04.182 14/08/1994]',0.2,54.751
[11:28:04.184 14/08/1994]',0.208,55.53
[11:28:04.186 14/08/1994]',0.208,55.53
[11:28:04.188 14/08/1994]',0.2,55.53
[11:28:04.190 14/08/1994]',0.208,55.53
[11:28:04.192 14/08/1994]',0.208,57.944
[11:28:04.194 14/08/1994]',0.215,57.944
[11:28:04.196 14/08/1994]',0.222,57.944
[11:28:04.198 14/08/1994]',0.23,57.944
[11:28:04.200 14/08/1994]',0.237,62.383
[11:28:04.202 14/08/1994]',0.245,62.383
[11:28:04.204 14/08/1994]',0.245,62.383
[11:28:04.206 14/08/1994]',0.252,62.383
[11:28:04.208 14/08/1994]',0.267,68.769
[11:28:04.210 14/08/1994]',0.267,68.769
[11:28:04.212 14/08/1994]',0.274,68.769
[11:28:04.214 14/08/1994]',0.282,68.769
[11:28:04.216 14/08/1994]',0.282,75.701
[11:28:04.218 14/08/1994]',0.289,75.701
[11:28:04.220 14/08/1994]',0.304,75.701
[11:28:04.222 14/08/1994]',0.304,75.701
[11:28:04.224 14/08/1994]',0.311,81.464
[11:28:04.226 14/08/1994]',0.311,81.464
[11:28:04.228 14/08/1994]',0.319,81.464
[11:28:04.230 14/08/1994]',0.319,81.464
[11:28:04.232 14/08/1994]',0.333,85.358
[11:28:04.234 14/08/1994]',0.333,85.358
[11:28:04.236 14/08/1994]',0.333,85.358
[11:28:04.238 14/08/1994]',0.341,85.358
[11:28:04.240 14/08/1994]',0.341,87.539
[11:28:04.242 14/08/1994]',0.341,87.539
[11:28:04.244 14/08/1994]',0.341,87.539
[11:28:04.246 14/08/1994]',0.341,87.539
[11:28:04.248 14/08/1994]',0.341,88.707
[11:28:04.250 14/08/1994]',0.341,88.707
[11:28:04.252 14/08/1994]',0.341,88.707
[11:28:04.254 14/08/1994]',0.341,88.707
[11:28:04.256 14/08/1994]',0.333,89.252
[11:28:04.258 14/08/1994]',0.333,89.252
[11:28:04.260 14/08/1994]',0.333,89.252
[11:28:04.262 14/08/1994]',0.319,89.252
[11:28:04.264 14/08/1994]',0.311,89.486
[11:28:04.266 14/08/1994]',0.304,89.486
[11:28:04.268 14/08/1994]',0.297,89.486
[11:28:04.270 14/08/1994]',0.282,89.486
[11:28:04.272 14/08/1994]',0.274,89.486
[11:28:04.274 14/08/1994]',0.252,89.486
[11:28:04.276 14/08/1994]',0.237,89.486
[11:28:04.278 14/08/1994]',0.222,89.486
[11:28:04.280 14/08/1994]',0.208,89.408
[11:28:04.282 14/08/1994]',0.186,89.408
[11:28:04.284 14/08/1994]',0.163,89.408
[11:28:04.286 14/08/1994]',0.148,89.408
[11:28:04.288 14/08/1994]',0.141,89.097
[11:28:04.290 14/08/1994]',0.119,89.097
[11:28:04.292 14/08/1994]',0.104,89.097
[11:28:04.294 14/08/1994]',0.097,89.097
[11:28:04.296 14/08/1994]',0.089,88.551
[11:28:04.298 14/08/1994]',0.082,88.551
[11:28:04.300 14/08/1994]',0.075,88.551
[11:28:04.302 14/08/1994]',0.067,88.551
[11:28:04.304 14/08/1994]',0.067,87.695
[11:28:04.306 14/08/1994]',0.052,87.695
[11:28:04.308 14/08/1994]',0.037,87.695
[11:28:04.310 14/08/1994]',0.037,87.695
[11:28:04.312 14/08/1994]',0.037,86.604
[11:28:04.314 14/08/1994]',0.03,86.604
[11:28:04.316 14/08/1994]',0.03,86.604
[11:28:04.318 14/08/1994]',0.023,86.604
[11:28:04.320 14/08/1994]',0.023,85.125
[11:28:04.322 14/08/1994]',0.015,85.125
[11:28:04.324 14/08/1994]',0.008,85.125
[11:28:04.326 14/08/1994]',0.001,85.125
[11:28:04.328 14/08/1994]',0.001,83.411
[11:28:04.330 14/08/1994]',-0.014,83.411
[11:28:04.332 14/08/1994]',-0.014,83.411
[11:28:04.334 14/08/1994]',-0.014,83.411
[11:28:04.336 14/08/1994]',-0.029,81.542
[11:28:04.338 14/08/1994]',-0.022,81.542
[11:28:04.340 14/08/1994]',-0.022,81.542
[11:28:04.342 14/08/1994]',-0.022,81.542
[11:28:04.344 14/08/1994]',-0.022,79.439
[11:28:04.346 14/08/1994]',-0.022,79.439
[11:28:04.348 14/08/1994]',-0.022,79.439
[11:28:04.350 14/08/1994]',-0.029,79.439
[11:28:04.352 14/08/1994]',-0.029,77.259
[11:28:04.354 14/08/1994]',-0.029,77.259
[11:28:04.356 14/08/1994]',-0.029,77.259
[11:28:04.358 14/08/1994]',-0.029,77.259
[11:28:04.360 14/08/1994]',-0.029,74.922
[11:28:04.362 14/08/1994]',-0.029,74.922
[11:28:04.364 14/08/1994]',-0.022,74.922
[11:28:04.366 14/08/1994]',-0.022,74.922
[11:28:04.368 14/08/1994]',-0.014,72.508
[11:28:04.370 14/08/1994]',-0.014,72.508
[11:28:04.372 14/08/1994]',-0.014,72.508
[11:28:04.374 14/08/1994]',-0.022,72.508
[11:28:04.376 14/08/1994]',-0.022,70.171
[11:28:04.378 14/08/1994]',-0.014,70.171
[11:28:04.380 14/08/1994]',-0.022,70.171
[11:28:04.382 14/08/1994]',-0.022,70.171
[11:28:04.384 14/08/1994]',-0.022,67.757
[11:28:04.386 14/08/1994]',-0.022,67.757
[11:28:04.388 14/08/1994]',-0.014,67.757
[11:28:04.390 14/08/1994]',-0.014,67.757
[11:28:04.392 14/08/1994]',-0.014,65.654
[11:28:04.394 14/08/1994]',-0.007,65.654
[11:28:04.396 14/08/1994]',-0.007,65.654
[11:28:04.398 14/08/1994]',0.001,65.654
[11:28:04.400 14/08/1994]',0.001,63.785
[11:28:04.402 14/08/1994]',-0.007,63.785
[11:28:04.404 14/08/1994]',-0.007,63.785
[11:28:04.406 14/08/1994]',0.001,63.785
[11:28:04.408 14/08/1994]',-0.007,62.539
[11:28:04.410 14/08/1994]',-0.007,62.539
[11:28:04.412 14/08/1994]',-0.007,62.539
[11:28:04.414 14/08/1994]',-0.014,62.539
[11:28:04.416 14/08/1994]',-0.007,61.76
[11:28:04.418 14/08/1994]',-0.014,61.76
[11:28:04.420 14/08/1994]',-0.007,61.76
[11:28:04.422 14/08/1994]',-0.007,61.76
[11:28:04.424 14/08/1994]',-0.007,61.371
[11:28:04.426 14/08/1994]',0.001,61.371
[11:28:04.428 14/08/1994]',0.001,61.371
[11:28:04.430 14/08/1994]',0.001,61.371
[11:28:04.432 14/08/1994]',0.001,61.293
[11:28:04.434 14/08/1994]',0.001,61.293
[11:28:04.436 14/08/1994]',0.001,61.293
[11:28:04.438 14/08/1994]',0.001,61.293
[11:28:04.440 14/08/1994]',-0.007,61.137
[11:28:04.442 14/08/1994]',0.001,61.137
[11:28:04.444 14/08/1994]',0.001,61.137
[11:28:04.446 14/08/1994]',0.001,61.137
[11:28:04.448 14/08/1994]',0.001,60.981
[11:28:04.450 14/08/1994]',0.001,60.981
[11:28:04.452 14/08/1994]',0.001,60.981
[11:28:04.454 14/08/1994]',0.008,60.981
[11:28:04.456 14/08/1994]',0.008,60.748
[11:28:04.458 14/08/1994]',0.001,60.748
[11:28:04.460 14/08/1994]',0.001,60.748
[11:28:04.462 14/08/1994]',0.001,60.748
[11:28:04.464 14/08/1994]',-0.007,60.514
[11:28:04.466 14/08/1994]',-0.007,60.514
[11:28:04.468 14/08/1994]',-0.007,60.514
[11:28:04.470 14/08/1994]',-0.007,60.514
[11:28:04.472 14/08/1994]',0.001,60.202
[11:28:04.474 14/08/1994]',0.001,60.202
[11:28:04.476 14/08/1994]',0.001,60.202
[11:28:04.478 14/08/1994]',0.008,60.202
[11:28:04.480 14/08/1994]',0.015,59.969
[11:28:04.482 14/08/1994]',0.008,59.969
[11:28:04.484 14/08/1994]',-0.007,59.969
[11:28:04.486 14/08/1994]',-0.022,59.969
[11:28:04.488 14/08/1994]',-0.051,59.813
[11:28:04.490 14/08/1994]',-0.103,59.813
[11:28:04.492 14/08/1994]',-0.17,59.813
[11:28:04.494 14/08/1994]',-0.229,59.813
[11:28:04.496 14/08/1994]',-0.318,59.579
[11:28:04.498 14/08/1994]',-0.414,59.579
[11:28:04.500 14/08/1994]',-0.473,59.579
[11:28:04.502 14/08/1994]',-0.562,59.579
[11:28:04.504 14/08/1994]',-0.665,59.424
[11:28:04.506 14/08/1994]',-0.672,59.424
[11:28:04.508 14/08/1994]',-0.679,59.424
[11:28:04.510 14/08/1994]',-0.686,59.424
[11:28:04.512 14/08/1994]',-0.692,59.268
[11:28:04.514 14/08/1994]',-0.699,59.268
[11:28:04.516 14/08/1994]',-0.706,59.268
[11:28:04.518 14/08/1994]',-0.713,59.268
[11:28:04.520 14/08/1994]',-0.72,59.034
[11:28:04.522 14/08/1994]',-0.727,59.034
[11:28:04.524 14/08/1994]',-0.734,59.034
[11:28:04.526 14/08/1994]',-0.74,59.034
[11:28:04.528 14/08/1994]',-0.747,58.645
[11:28:04.530 14/08/1994]',-0.754,58.645
[11:28:04.532 14/08/1994]',-0.569,58.645
[11:28:04.534 14/08/1994]',-0.48,58.645
[11:28:04.536 14/08/1994]',-0.407,58.178
[11:28:04.538 14/08/1994]',-0.347,58.178
[11:28:04.540 14/08/1994]',-0.288,58.178
[11:28:04.542 14/08/1994]',-0.229,58.178
[11:28:04.544 14/08/1994]',-0.199,57.788
[11:28:04.546 14/08/1994]',-0.155,57.788
[11:28:04.548 14/08/1994]',-0.133,57.788
[11:28:04.550 14/08/1994]',-0.103,57.788
[11:28:04.552 14/08/1994]',-0.081,57.321
[11:28:04.554 14/08/1994]',-0.066,57.321
[11:28:04.556 14/08/1994]',-0.036,57.321
[11:28:04.558 14/08/1994]',-0.014,57.321
[11:28:04.560 14/08/1994]',0.001,56.854
[11:28:04.562 14/08/1994]',0.015,56.854
[11:28:04.564 14/08/1994]',0.037,56.854
[11:28:04.566 14/08/1994]',0.052,56.854
[11:28:04.568 14/08/1994]',0.067,56.464
[11:28:04.570 14/08/1994]',0.075,56.464
[11:28:04.572 14/08/1994]',0.075,56.464
[11:28:04.574 14/08/1994]',0.089,56.464
[11:28:04.576 14/08/1994]',0.089,56.153
[11:28:04.578 14/08/1994]',0.089,56.153
[11:28:04.580 14/08/1994]',0.089,56.153
[11:28:04.582 14/08/1994]',0.104,56.153
[11:28:04.584 14/08/1994]',0.111,55.763
[11:28:04.586 14/08/1994]',0.111,55.763
[11:28:04.588 14/08/1994]',0.111,55.763
[11:28:04.590 14/08/1994]',0.119,55.763
[11:28:04.592 14/08/1994]',0.134,55.374
[11:28:04.594 14/08/1994]',0.148,55.374
[11:28:04.596 14/08/1994]',0.163,55.374
[11:28:04.598 14/08/1994]',0.178,55.374
[11:28:04.600 14/08/1994]',0.186,54.907
[11:28:04.602 14/08/1994]',0.178,54.907
[11:28:04.604 14/08/1994]',0.171,54.907
[11:28:04.606 14/08/1994]',0.171,54.907
[11:28:04.608 14/08/1994]',0.163,54.517
[11:28:04.610 14/08/1994]',0.171,54.517
[11:28:04.612 14/08/1994]',0.178,54.517
[11:28:04.614 14/08/1994]',0.178,54.517
[11:28:04.616 14/08/1994]',0.178,54.05
[11:28:04.618 14/08/1994]',0.171,54.05
[11:28:04.620 14/08/1994]',0.178,54.05
[11:28:04.622 14/08/1994]',0.171,54.05
[11:28:04.624 14/08/1994]',0.163,53.505
[11:28:04.626 14/08/1994]',0.163,53.505
[11:28:04.628 14/08/1994]',0.163,53.505
[11:28:04.630 14/08/1994]',0.163,53.505
[11:28:04.632 14/08/1994]',0.163,53.037
[11:28:04.634 14/08/1994]',0.163,53.037
[11:28:04.636 14/08/1994]',0.156,53.037
[11:28:04.638 14/08/1994]',0.163,53.037
[11:28:04.640 14/08/1994]',0.171,52.57
[11:28:04.642 14/08/1994]',0.171,52.57
[11:28:04.644 14/08/1994]',0.171,52.57
[11:28:04.646 14/08/1994]',0.163,52.57
[11:28:04.648 14/08/1994]',0.148,52.103
[11:28:04.650 14/08/1994]',0.148,52.103
[11:28:04.652 14/08/1994]',0.148,52.103
[11:28:04.654 14/08/1994]',0.156,52.103
[11:28:04.656 14/08/1994]',0.156,51.791
[11:28:04.658 14/08/1994]',0.163,51.791
[11:28:04.660 14/08/1994]',0.156,51.791
[11:28:04.662 14/08/1994]',0.156,51.791
[11:28:04.664 14/08/1994]',0.163,51.636
[11:28:04.666 14/08/1994]',0.186,51.636
[11:28:04.668 14/08/1994]',0.215,51.636
[11:28:04.670 14/08/1994]',0.222,51.636
[11:28:04.672 14/08/1994]',0.222,51.791
[11:28:04.674 14/08/1994]',0.222,51.791
[11:28:04.676 14/08/1994]',0.222,51.791
[11:28:04.678 14/08/1994]',0.23,51.791
[11:28:04.680 14/08/1994]',0.23,52.96
[11:28:04.682 14/08/1994]',0.23,52.96
[11:28:04.684 14/08/1994]',0.237,52.96
[11:28:04.686 14/08/1994]',0.245,52.96
[11:28:04.688 14/08/1994]',0.252,55.685
[11:28:04.690 14/08/1994]',0.267,55.685
[11:28:04.692 14/08/1994]',0.267,55.685
[11:28:04.694 14/08/1994]',0.267,55.685
[11:28:04.696 14/08/1994]',0.267,60.514
[11:28:04.698 14/08/1994]',0.267,60.514
[11:28:04.700 14/08/1994]',0.274,60.514
[11:28:04.702 14/08/1994]',0.282,60.514
[11:28:04.704 14/08/1994]',0.289,66.978
[11:28:04.706 14/08/1994]',0.297,66.978
[11:28:04.708 14/08/1994]',0.297,66.978
[11:28:04.710 14/08/1994]',0.311,66.978
[11:28:04.712 14/08/1994]',0.319,73.364
[11:28:04.714 14/08/1994]',0.333,73.364
[11:28:04.716 14/08/1994]',0.341,73.364
[11:28:04.718 14/08/1994]',0.348,73.364
[11:28:04.720 14/08/1994]',0.348,78.505
[11:28:04.722 14/08/1994]',0.348,78.505
[11:28:04.724 14/08/1994]',0.356,78.505
[11:28:04.726 14/08/1994]',0.356,78.505
[11:28:04.728 14/08/1994]',0.356,81.776
[11:28:04.730 14/08/1994]',0.356,81.776
[11:28:04.732 14/08/1994]',0.356,81.776
[11:28:04.734 14/08/1994]',0.363,81.776
[11:28:04.736 14/08/1994]',0.363,83.723
[11:28:04.738 14/08/1994]',0.37,83.723
[11:28:04.740 14/08/1994]',0.378,83.723
[11:28:04.742 14/08/1994]',0.385,83.723
[11:28:04.744 14/08/1994]',0.378,84.735
[11:28:04.746 14/08/1994]',0.378,84.735
[11:28:04.748 14/08/1994]',0.37,84.735
[11:28:04.750 14/08/1994]',0.363,84.735
[11:28:04.752 14/08/1994]',0.356,85.202
[11:28:04.754 14/08/1994]',0.356,85.202
[11:28:04.756 14/08/1994]',0.348,85.202
[11:28:04.758 14/08/1994]',0.341,85.202
[11:28:04.760 14/08/1994]',0.333,85.358
[11:28:04.762 14/08/1994]',0.319,85.358
[11:28:04.764 14/08/1994]',0.311,85.358
[11:28:04.766 14/08/1994]',0.304,85.358
[11:28:04.768 14/08/1994]',0.297,85.358
[11:28:04.770 14/08/1994]',0.274,85.358
[11:28:04.772 14/08/1994]',0.245,85.358
[11:28:04.774 14/08/1994]',0.222,85.358
[11:28:04.776 14/08/1994]',0.208,85.125
[11:28:04.778 14/08/1994]',0.2,85.125
[11:28:04.780 14/08/1994]',0.178,85.125
[11:28:04.782 14/08/1994]',0.163,85.125
[11:28:04.784 14/08/1994]',0.148,84.657
[11:28:04.786 14/08/1994]',0.141,84.657
[11:28:04.788 14/08/1994]',0.134,84.657
[11:28:04.790 14/08/1994]',0.119,84.657
[11:28:04.792 14/08/1994]',0.111,83.879
[11:28:04.794 14/08/1994]',0.104,83.879
[11:28:04.796 14/08/1994]',0.097,83.879
[11:28:04.798 14/08/1994]',0.089,83.879
[11:28:04.800 14/08/1994]',0.082,82.866
[11:28:04.802 14/08/1994]',0.075,82.866
[11:28:04.804 14/08/1994]',0.067,82.866
[11:28:04.806 14/08/1994]',0.052,82.866
[11:28:04.808 14/08/1994]',0.045,81.542
[11:28:04.810 14/08/1994]',0.037,81.542
[11:28:04.812 14/08/1994]',0.037,81.542
[11:28:04.814 14/08/1994]',0.03,81.542
[11:28:04.816 14/08/1994]',0.023,79.907
[11:28:04.818 14/08/1994]',0.015,79.907
[11:28:04.820 14/08/1994]',0.008,79.907
[11:28:04.822 14/08/1994]',0.008,79.907
[11:28:04.824 14/08/1994]',0.008,77.96
[11:28:04.826 14/08/1994]',0.001,77.96
[11:28:04.828 14/08/1994]',0.001,77.96
[11:28:04.830 14/08/1994]',0.001,77.96
[11:28:04.832 14/08/1994]',-0.007,75.935
[11:28:04.834 14/08/1994]',0.001,75.935
[11:28:04.836 14/08/1994]',0.001,75.935
[11:28:04.838 14/08/1994]',-0.007,75.935
[11:28:04.840 14/08/1994]',-0.014,73.754
[11:28:04.842 14/08/1994]',-0.014,73.754
[11:28:04.844 14/08/1994]',-0.014,73.754
[11:28:04.846 14/08/1994]',-0.014,73.754
[11:28:04.848 14/08/1994]',-0.014,71.573
[11:28:04.850 14/08/1994]',-0.007,71.573
[11:28:04.852 14/08/1994]',0.001,71.573
[11:28:04.854 14/08/1994]',0.001,71.573
[11:28:04.856 14/08/1994]',0.001,69.159
[11:28:04.858 14/08/1994]',-0.007,69.159
[11:28:04.860 14/08/1994]',-0.014,69.159
[11:28:04.862 14/08/1994]',-0.022,69.159
[11:28:04.864 14/08/1994]',-0.014,66.822
[11:28:04.866 14/08/1994]',-0.022,66.822
[11:28:04.868 14/08/1994]',-0.014,66.822
[11:28:04.870 14/08/1994]',-0.014,66.822
[11:28:04.872 14/08/1994]',-0.007,64.408
[11:28:04.874 14/08/1994]',0.001,64.408
[11:28:04.876 14/08/1994]',0.001,64.408
[11:28:04.878 14/08/1994]',0.001,64.408
[11:28:04.880 14/08/1994]',0.015,62.15
[11:28:04.882 14/08/1994]',0.008,62.15
[11:28:04.884 14/08/1994]',0.008,62.15
[11:28:04.886 14/08/1994]',0.001,62.15
[11:28:04.888 14/08/1994]',0.001,60.28
[11:28:04.890 14/08/1994]',0.001,60.28
[11:28:04.892 14/08/1994]',0.001,60.28
[11:28:04.894 14/08/1994]',0.001,60.28
[11:28:04.896 14/08/1994]',0.001,58.879
[11:28:04.898 14/08/1994]',0.001,58.879
[11:28:04.900 14/08/1994]',0.001,58.879
[11:28:04.902 14/08/1994]',0.001,58.879
[11:28:04.904 14/08/1994]',0.001,57.944
[11:28:04.906 14/08/1994]',-0.007,57.944
[11:28:04.908 14/08/1994]',0.001,57.944
[11:28:04.910 14/08/1994]',0.001,57.944
[11:28:04.912 14/08/1994]',0.008,57.632
[11:28:04.914 14/08/1994]',0.008,57.632
[11:28:04.916 14/08/1994]',0.008,57.632
[11:28:04.918 14/08/1994]',0.008,57.632
[11:28:04.920 14/08/1994]',0.001,57.632
[11:28:04.922 14/08/1994]',0.001,57.632
[11:28:04.924 14/08/1994]',-0.007,57.632
[11:28:04.926 14/08/1994]',0.001,57.632
[11:28:04.928 14/08/1994]',0.001,57.944
[11:28:04.930 14/08/1994]',0.008,57.944
[11:28:04.932 14/08/1994]',0.008,57.944
[11:28:04.934 14/08/1994]',0.008,57.944
[11:28:04.936 14/08/1994]',0.015,58.178
[11:28:04.938 14/08/1994]',0.008,58.178
[11:28:04.940 14/08/1994]',0.008,58.178
[11:28:04.942 14/08/1994]',0.001,58.178
[11:28:04.944 14/08/1994]',0.001,58.411
[11:28:04.946 14/08/1994]',0.008,58.411
[11:28:04.948 14/08/1994]',0.001,58.411
[11:28:04.950 14/08/1994]',0.008,58.411
[11:28:04.952 14/08/1994]',0.008,58.489
[11:28:04.954 14/08/1994]',0.008,58.489
[11:28:04.956 14/08/1994]',0.008,58.489
[11:28:04.958 14/08/1994]',0.008,58.489
[11:28:04.960 14/08/1994]',0.015,58.489
[11:28:04.962 14/08/1994]',0.008,58.489
[11:28:04.964 14/08/1994]',0.015,58.489
[11:28:04.966 14/08/1994]',0.023,58.489
[11:28:04.968 14/08/1994]',0.03,58.411
[11:28:04.970 14/08/1994]',0.03,58.411
[11:28:04.972 14/08/1994]',0.023,58.411
[11:28:04.974 14/08/1994]',0.023,58.411
[11:28:04.976 14/08/1994]',-0.007,58.411
[11:28:04.978 14/08/1994]',-0.029,58.411
[11:28:04.980 14/08/1994]',-0.081,58.411
[11:28:04.982 14/08/1994]',-0.147,58.411
[11:28:04.984 14/08/1994]',-0.214,58.255
[11:28:04.986 14/08/1994]',-0.303,58.255
[11:28:04.988 14/08/1994]',-0.407,58.255
[11:28:04.990 14/08/1994]',-0.51,58.255
[11:28:04.992 14/08/1994]',-0.577,58.1
[11:28:04.994 14/08/1994]',-0.665,58.1
[11:28:04.996 14/08/1994]',-,58.1
[11:28:04.998 14/08/1994]',-,58.1
[11:28:05.000 14/08/1994]',-,57.944
[11:28:05.002 14/08/1994]',-,57.944
[11:28:05.004 14/08/1994]',-,57.944
[11:28:05.006 14/08/1994]',-,57.944
[11:28:05.008 14/08/1994]',-,57.632
[11:28:05.010 14/08/1994]',-,57.632
[11:28:05.012 14/08/1994]',-,57.632
[11:28:05.014 14/08/1994]',-,57.632
[11:28:05.016 14/08/1994]',-,57.399
[11:28:05.018 14/08/1994]',-,57.399
[11:28:05.020 14/08/1994]',-,57.399
[11:28:05.022 14/08/1994]',-0.68,57.399
[11:28:05.024 14/08/1994]',-0.562,57.087
